GeneID,67_S53,68_S54
Lin54,181,227
Ifnz,0,0
Rpain,311,315
Arih2,1817,1986
Osbpl3,2012,2034
Cmtm7,12072,10944
Cbfa2t3,4,15
Senp6,1617,1551
Wdr18,2573,2032
Thap3,436,465
Mtpap,880,774
Ube2dnl2,0,0
Peli3,0,0
Gm5741,0,0
Defa35,0,0
Vmn1r90,0,0
Gm3139,0,0
Gm39653,0,0
Zfp169,12,10
Gm2721,0,0
Tmem241,352,357
Tcf20,187,179
Cacnb1,23,36
H2al1d,0,0
H2al1c,0,0
Podn,0,2
Acr,0,0
Crhr1,0,0
Asgr2,1,2
Tet3,1049,854
Arhgap33,59,31
Nrap,0,0
1700012B07Rik,1,0
Hoxc5,0,0
Pianp,14,5
Lpar6,97,130
Rae1,3223,2790
4931406C07Rik,90,60
Cnep1r1,291,297
Snx16,133,164
Spata17,10,0
Tbc1d30,28,6
Asnsd1,1545,1450
Kptn,715,602
F9,0,0
Ankra2,623,564
Capzb,21743,18502
Nf2,855,964
Pex3,547,465
Trim24,374,434
Kmt5a,2218,1742
Cep57,560,488
Csn1s1,0,0
Tsc2,883,1461
Mapk7,496,524
Egflam,0,0
Txk,742,357
Adamts13,0,0
Zfp862-ps,15,28
D6Ertd474e,0,0
Gm3020,0,0
Olfr571,0,0
Olfr639,0,0
Olfr622,0,0
Olfr609,0,0
Olfr610,0,0
Dnajb6,1814,1816
Slc26a10,64,46
Hspa14,2598,2558
Fkbp11,107,81
Nubp2,2769,2369
Ndrg3,1280,1185
Gbp3,875,826
Fgfr1,10,23
Lct,0,0
Fmo5,95,125
Fbxw7,267,299
D16Ertd519e,0,0
Septin7,5822,5740
4933409K07Rik,0,0
Gm14169,0,0
Gm9926,0,0
Csf2ra,88,102
Brd2,4317,3864
Frk,0,0
Vmn1r202,0,0
Slc15a2,10,12
Tmpo,4813,5562
Triml2,0,0
Abr,1695,2250
Gins4,1447,1208
Med27,1044,915
Mir1247,0,0
Tmem254a,0,0
1700012C14Rik,0,0
2510003B16Rik,18,10
1700025J12Rik,0,0
4930586N03Rik,0,1
Lin7a,0,0
Gxylt1,178,180
Zdbf2,0,0
Magoh,1547,1264
Tmem175,1031,995
Alkbh4,263,326
Stra8,1,0
Adad1,0,0
Golt1a,0,0
Myl4,242,162
E030030I06Rik,32,23
Slc25a25,299,341
Srrm1,3719,3155
Lce3e,0,0
Lrrc56,187,143
Klhdc3,946,772
Slc38a4,0,0
Tdpoz1,0,0
Dars2,664,759
Tmem218,153,155
Adnp,3,3
Parp11,154,205
1700010D01Rik,0,0
Zfp773,0,9
G3bp1,10186,9489
Stx3,22,41
Extl3,1333,1808
Dhx16,1726,1949
Tbc1d7,750,575
Map3k4,969,847
Svop,0,0
Slc27a1,526,668
Aqr,1349,1357
Colgalt1,2078,1742
Acap1,5739,5558
Olfr821,0,0
Zfp687,328,409
B3gat1,0,0
Zmym5,331,313
Postn,0,0
Zbbx,0,0
Tfdp1,2461,2485
Cct2,6441,5202
Ccng2,667,782
Ccnf,786,986
Kcnc1,68,162
Vmn1r76,0,0
Vmn1r80,0,0
Mir675,0,0
4933433G15Rik,16,7
Mitf,6,5
Pkd1,318,434
Mmp20,0,0
Tcl1b2,0,0
Rsc1a1,0,0
Cldn2,0,0
Cldn1,0,0
Nfatc1,2419,2824
Tnk2,242,147
Pdlim5,418,373
Ces2a,0,0
Tmlhe,254,241
Ints13,996,1037
Aak1,524,583
Cryz,467,426
Hus1,159,96
Slc6a17,0,0
Fkbp2,0,0
Wbp1,1469,1472
Cdk2,666,674
Mylpf,203,201
Lxn,2410,2155
A330093E20Rik,0,0
Nup88,2356,1886
Ggps1,899,858
Rbp7,0,0
Mir6407,0,0
Mkrn2os,2,0
Usp17le,0,0
Tmem250-ps,201,208
Ate1,634,556
Papss1,740,645
Pi4kb,352,340
Gid8,778,832
Tll2,0,0
Mir7005,0,0
Mir6413,0,0
Cacna1c,0,2
Zdhhc23,74,78
Vdr,49,48
Vcp,8192,7560
Hsd3b7,20,24
Fezf1,0,0
Ppp1r11,2115,1947
Brk1,3611,3274
Mir130b,0,2
C9orf72,192,180
Zfp202,42,20
Ube2w,333,293
Mir7688,2,1
Kif20a,1109,1205
Gm10471,0,0
Gm45871,34,59
Dph3,1163,882
Ankrd31,0,0
Mir323,0,0
Mirlet7f-1,0,0
Mir677,0,0
Gm4961,0,1
Stard8,15,4
Tjp2,819,755
Fchsd2,346,311
Mphosph6,858,766
Hcrtr2,0,0
Gabra4,0,0
Fubp1,2316,1948
Bdnf,0,0
Hnrnpab,15527,13045
Oprl1,0,0
Rad1,172,209
Sox17,0,0
Ovol3,0,0
Obsl1,494,379
Bmf,29,15
Mcts1,1609,1383
Ccpg1,1026,1119
Dnajb2,350,207
Nthl1,99,71
Mir8099-2,0,0
Kcnip4,0,2
Pkm,89158,84680
Tssk4,3,17
Apbb1,1218,1165
Mphosph9,163,297
Immt,3255,3308
Prlr,0,0
Enpp1,262,249
Pmepa1,2772,2496
Mtrr,558,480
Csf3r,0,0
Sumo3,1986,1663
Hipk1,554,659
Brd8,900,1056
Tmem63c,0,0
Apool,1055,908
Ppt2,218,306
Pbx3,91,71
Plpp2,360,309
Kmt2b,336,219
Cma1,0,1
Esp1,0,0
Fmo4,0,0
Kctd9,616,675
Dusp28,101,82
Lax1,1943,2304
Ikzf5,192,169
Actn1,149,141
Rps19bp1,813,579
Slc16a13,360,293
Zranb1,472,426
Tom1l2,89,145
Pex10,108,59
Rad52,197,178
Traf3,411,528
Hsp90b1,24389,21340
Nrg1,0,3
Ralbp1,2525,2395
Arhgef2,3301,3426
Fip1l1,1976,1701
Smco1,0,0
Tada2b,171,267
Wbp2,2408,2328
Matn3,0,0
Gpr158,0,0
Gm8363,1,0
Apaf1,662,644
Grb7,49,54
Aqp4,0,0
Mon1b,181,316
Dipk2b,0,0
Enox2,153,259
Kcnma1,0,0
Haghl,456,431
Orc6,1175,1037
Ube2dnl1,0,0
Camsap1,245,334
Dst,56,30
Usp29,0,0
Slc30a4,466,425
Slc2a12,0,0
Cdk10,326,306
Hnrnpr,1212,1383
Wdr37,292,312
Tfpt,459,330
Polg,512,614
1700010K23Rik,0,0
Cyba,17410,14842
Slc26a2,240,170
Epyc,0,0
Dsg2,29,8
Htr7,0,0
Vldlr,254,303
Smarca2,985,1114
Ptprk,185,197
Cpne9,0,4
Gnas,32307,30100
Rpusd4,625,490
Ppp6r2,356,314
Irak2,647,620
Msrb2,118,103
Knl1,713,608
Clec4a3,0,0
6030458C11Rik,547,593
Smim10l1,766,638
Rerg,0,0
Rit1,454,334
Pcgf2,72,42
Apol9b,809,1137
Pum2,839,871
Pcdh11x,0,0
Gm8439,0,0
Gm7616,0,0
Scoc,139,130
Ptger4,897,1254
Ptpn21,44,63
Serpinb9c,0,0
Mir6983,0,0
Snrpa,2514,2074
Mro,0,0
Hspbp1,2568,1733
Lrrn4cl,0,0
H2al1m,0,0
Ptprc,10486,12338
Bdkrb1,0,0
Opn1sw,1,11
Bckdha,928,861
Bcat1,1634,1181
Mmp23,0,5
Fhod3,1,1
Olfr476,0,0
Abi1,1787,1936
Slc25a32,231,222
Mbnl3,615,740
Mcoln3,11,5
Cyp4f15,0,0
Zfp809,188,139
4933406I18Rik,33,16
Nox1,0,0
Tmem108,10,14
Zfp87,112,162
Gm6637,2338,1386
Dlg1,662,756
Tmem38a,41,37
Ubxn4,2956,2916
Dsg1c,0,0
C130026I21Rik,8,6
Rnf181,2030,1957
Ccdc59,1201,896
Speer5-ps1,0,2
Aldh9a1,3445,2637
Atxn7l2,225,148
Atp9a,55,110
E130008D07Rik,0,0
AI197445,0,0
Acsm2,0,0
Clcf1,49,52
Gm2061,0,0
Mep1b,0,0
Smurf2,284,431
Dzip3,244,258
Bin3,1653,1456
Aggf1,1588,1543
0610030E20Rik,330,229
Slc11a1,8,8
D230017M19Rik,0,2
4930563J15Rik,0,0
Adcy10,0,0
Elovl4,27,13
Pcsk2os1,0,0
Mir376b,0,0
Cdr1os,0,0
Vash2,7,9
Cahm,12,9
Mir200a,0,0
Mir192,0,0
AY702103,0,0
Gm11532,0,0
Apobec3,4200,4327
Smox,1900,2004
Klra3,50,58
Uimc1,797,703
4930546K05Rik,0,0
Ica1l,3,3
Irf8,17902,15626
Icam5,36,39
1700025N23Rik,0,0
Dnase1l1,331,404
Smpx,0,0
Tspan4,594,307
Zfp410,752,751
Ldhb,144,129
Nkiras1,185,137
Mus81,774,638
Ldah,725,743
Bspry,1123,778
Tatdn1,204,233
Drd2,0,0
Chaf1a,1403,1541
Vsig2,0,1
Slc16a8,0,0
Sgk2,0,0
Ldoc1,0,0
Prkg1,0,0
Glrx3,216,121
Bloc1s2,885,727
Ebf1,0,1
Gm6938,0,0
H2afy3,0,0
Gm7367,0,0
Zfp229,0,0
Cox7a2l,1835,1602
Shcbp1,721,879
Srpx,0,0
Pigp,666,686
Pcdh9,1,0
Pik3r3,25,18
Cblif,0,0
Sytl4,7,0
Atp5d,12657,10048
Rp9,2676,2135
Nemf,2758,2379
Gm2762,0,0
Kmt5b,596,491
Suv39h1,858,876
Stag2,1156,1273
Mgat4e,0,0
Nol4l,113,144
Tor1aip2,937,925
Ktn1,868,872
Unc5d,0,0
Mir669a-8,0,0
Vmn2r8,0,0
Vmn2r6,0,0
Miga1,302,257
Gm9125,0,0
Setd3,2076,2549
Capn12,2,1
Mrpl52,1254,847
Gpr180,950,807
Dr1,859,807
Zfand2b,1343,1144
Lman2,15104,12891
Cmc2,688,626
Carhsp1,873,852
Prr32,0,0
Pdgfrl,11,41
Zfp385a,24,21
BC039966,0,0
4930440C22Rik,0,0
Nde1,1573,1623
Mir3101,0,0
Mir3100,0,0
1700111N16Rik,0,0
Zmynd10,78,72
Gm35978,2,0
Cd46,12,2
Eif3k,4474,3972
Fez2,474,415
1700009C05Rik,0,0
Tdrd3,376,339
Septin4,19,40
Sh3bp5l,544,583
Apba2,0,6
Cpsf4,932,897
Nlrp5,0,0
Abhd12,1408,1352
Tbx6,13,4
Gm10451,21,18
Scarna10,0,0
Slc24a3,126,126
Cdc123,2455,2397
Scml4,99,79
Chrdl1,0,0
Ppfia2,0,0
Cpsf7,346,268
Rps21,2675,1854
Cdk11b,1722,1392
Hnrnpc,10263,9310
Stard13,0,0
Lysmd4,23,25
Zkscan8,53,23
Prom1,0,0
Skor1,0,0
Fyb2,0,0
Nsfl1c,2284,1852
Atp6v0e,6586,5822
6330403K07Rik,22,43
Abcc2,0,1
Adat1,105,46
Slc25a13,377,288
Sema4a,8910,7843
Chek2,184,163
Keap1,2476,2175
Klf13,4067,3841
Reck,293,303
Pld5,0,1
1700027A15Rik,0,0
Myo18a,1031,863
Prrg1,8,4
Arhgap24,2,0
Cd72,553,609
Catsperg1,1,4
Fh1,2661,2199
Asb17os,0,0
Fkbp7,21,6
Cd300a,15,10
Hivep2,330,245
Cgrrf1,783,612
2210408F21Rik,316,228
Angptl8,0,0
Gm25018,0,0
Akt1,8154,7237
Efna3,0,0
Plpp1,86,59
Dgcr2,1277,1113
Ptn,0,0
Twf1,467,557
Pthlh,3,0
Ptgs1,23,3
Ptgis,12,0
Cst7,4282,3380
Plxna2,0,0
Gm14023,6,6
Etaa1os,16,22
Trip10,443,469
Gusb,1843,1552
BC055324,85,140
Ces2g,0,0
Sowahb,11,0
Dmrt2,30,32
Nlrp3,49,43
Neu4,0,0
Shisa4,5,0
Sgms1,293,392
Odf4,0,0
Gdf10,0,0
Ctnna2,0,0
Map3k13,0,3
Dip2b,946,845
Psapl1,0,0
1700128A07Rik,0,0
BC042761,0,0
9630013K17Rik,0,0
Fbxo44,206,168
Ifi202b,0,0
Clec9a,0,0
Ap5z1,536,511
Fbxw8,2084,1925
Klhl33,0,0
Pax2,0,1
Defb34,0,0
Dna2,151,127
Kdm5b,1296,1244
Supt3,457,390
Gm10591,0,0
Gm1987,0,0
S100g,0,0
Esrrb,0,0
Mir103-2,0,0
Chchd7,619,600
Rxrb,1531,1350
Cadps2,24,10
Gabpb1,930,965
Gm13544,0,0
1700101I11Rik,8,2
Dll3,0,0
Fam57a,101,101
Mettl7a1,162,157
Ckmt1,10,4
Gm4788,0,0
Pate7,0,0
Spag7,2302,1830
Gal3st1,3,0
Gpr68,3465,3503
Golph3l,258,381
Sptan1,2182,2392
Slx1b,147,168
Mir6949,0,0
Sh2d1b2,1,0
Rprd2,302,347
Edem3,108,115
Kir3dl1,0,0
Pcsk1n,0,0
Gpr162,26,12
Syk,0,9
Frmd4b,994,1010
Pomt1,295,267
Mpp4,0,0
Chst10,884,694
Abcc10,218,182
Chd6,346,376
Tyms,1872,1578
Ppp1r2-ps7,0,0
4930447J18Rik,0,0
Fam131b,0,0
Gm8267,0,0
Vmn2r56,0,0
Aicda,0,0
Ahrr,77,163
Zbtb17,1142,875
Gm21992,2,3
Sergef,521,551
Armc3,93,51
Gm10790,0,0
Misp,0,0
Mir8101,0,0
Vmn1r254,0,0
Vmn1r244,0,0
1700065J18Rik,0,0
A730082K24Rik,0,0
Mettl26,1460,1059
Tmem174,0,0
Acbd6,1956,1574
Ccdc88c,743,686
Nudcd2,2013,1695
Zmynd19,437,391
Tmprss13,0,0
Odr4,905,936
Elovl1,3806,3585
Nfatc4,0,0
Camta2,721,485
Ephx2,2,5
Hdac9,0,0
Styxl1,6,5
Pex5,408,475
Cav2,105,122
Coq3,839,566
Chrd,0,0
Mir6984,0,0
Sbk3,0,0
H2al1g,0,0
H2al1f,0,0
Dync1i2,1204,1011
Dennd2d,1308,865
Gm15290,0,0
Sh2d3c,699,878
Klk1b7-ps,0,0
Gm1673,31,20
Pard6a,354,296
Srgap2,525,604
Nrip1,646,803
Olfr8,0,0
Tes,6527,6002
Dnph1,251,164
Fbh1,1522,1812
Rpl15,3699,2995
Sh3tc1,34,47
Slc7a4,41,20
Ghitm,9707,8669
Atp2b1,1257,1247
Lrriq1,0,0
Sgtb,22,20
Zfp532,32,16
2310003N18Rik,9,18
Tnks2,2059,2863
Mbtps1,2187,2431
Cyp4f16,225,299
Toporsl,0,0
Prpf38b,854,630
Flrt1,0,0
B4gat1,600,498
Vmn1r57,0,0
Vmn1r61,0,0
Vmn1r60,0,0
Rcor3,323,313
Man2a2,800,1288
Gm1715,0,0
St6gal1,68,198
Fam227a,10,3
Arap2,707,574
Tmem158,99,63
Panx3,0,0
2900057B20Rik,0,0
Dcaf8l,0,0
Diaph1,2141,1998
Pkp1,0,0
Gcsam,0,0
Gfra2,23,12
Crim1,38,38
Pde4b,491,461
4933405L10Rik,0,5
Nxf2,12,6
Fbrsl1,454,409
Zfp967,0,0
Phka2,373,308
Eif2ak4,337,683
Cpq,5,2
Cdadc1,480,475
2310016D03Rik,0,0
Axin1,1370,1709
Arrdc1,1790,1696
Septin2,2232,2057
Mettl14,288,396
Pcnp,1053,990
Kcnc4,0,0
Paip2,3734,3913
Trim30a,726,942
Plcb4,6,1
Pak1,12,41
Zfp948,90,29
Kcnj9,0,0
Kcnj8,33,67
Kcnj4,0,0
Kcnj3,0,0
Ppfibp2,3,5
Uspl1,534,485
Ptpre,1824,1130
Mir5125,3,0
Mir5124a,0,0
Amer1,169,156
Gm15319,0,0
Nr2f6,1051,999
Epor,54,61
Epn2,59,75
Nmur2,0,0
Ehbp1,10,10
4933413L06Rik,0,0
Ppp3cc,4723,4679
Apoe,8,3
Arid3a,501,436
Tnfrsf8,1805,1359
Kif2a,481,352
Tctex1d2,117,70
Gnrhr,0,0
Skint4,0,0
Srsf5,7464,6690
Col6a1,0,0
Sytl3,1431,1049
Zfr2,27,42
Gm6936,0,0
Gm12866,9,5
Gm10778,4,0
Ercc6,603,627
Olfr380,0,0
Olfr202,0,0
Olfr1273-ps,0,0
Olfr348,0,0
Eif5,6723,5663
Olfr607,0,0
Rin1,12,1
Plekhg4,0,2
Palb2,82,33
Rars2,806,731
Tmcc3,110,83
Ano2,0,0
Dpysl3,0,0
Dlx5,0,0
Dlx3,0,0
Hspa1l,2,0
Eif2ak1,1662,1664
Mmp28,0,1
Rdh1,0,0
Rab3d,1172,1201
Tnrc6a,827,479
Cckar,0,0
Capn5,234,220
Mgp,0,0
Ctla4,5012,5998
Cd14,121,59
Nptn,1690,1605
Slc25a44,421,500
Slc25a45,484,637
Slc10a1,8,17
Lpxn,6121,6758
Poc1b,397,398
Acd,1923,1393
Tesc,1168,1433
Alkbh2,189,186
Dhx32,1183,1277
Wsb1,1398,1519
1700080N15Rik,0,0
Mtmr14,1328,1175
Ap5s1,439,339
Glis2,13,47
Gm13483,0,0
Cyp4f37,0,0
Tmem9,1013,903
Bmp1,0,4
Nsmce4a,2061,1961
Satb1,1848,2214
Dbn1,99,75
Psma2,9800,8525
Syt14,0,2
Btbd35f28,0,0
Thbs1,0,1
Olfr281,0,0
Olfr960,0,0
Olfr728,0,0
Vmn1r195,0,0
Vmn1r81,0,0
Vmn1r225,0,0
Vmn1r228,0,0
Vmn1r16,0,0
Vmn1r6,0,0
Amy2a3,0,0
Mir344e,0,0
Cd79a,1,3
Vmn1r51,0,0
Utrn,1276,1202
Usp24,1220,1126
Cphx3,0,0
Foxred2,594,787
Homez,201,146
Hdac7,2325,2414
Xylb,30,36
Klra4,0,0
Pmm1,1038,993
Sh3glb1,5135,4341
B230311B06Rik,0,0
Ssxb9,0,0
Foxp1,1652,1807
Eps8,34,19
Mir6986,0,0
Cast,3037,3409
Kcnq2,0,0
Ccl20,0,0
Ube2h,1549,1627
Spx,0,3
Gm26504,0,0
Stk40,2420,1994
Ppp1r36,0,0
R3hdm2,639,599
Trim43c,0,0
Tro,0,0
Pola2,1692,1695
Prl8a6,0,0
LOC102638913,0,1
4930432K21Rik,81,95
Mmp19,0,3
Grwd1,1283,929
Igf2bp2,18,28
Gm18905,0,0
Mir6945,0,0
Mir6943,0,0
Mir466c-2,0,0
Gm13582,0,0
Smtn,393,515
Mapkap1,1903,1364
Rce1,1556,1325
Zfp831,6,75
Gm14305,14,14
Gm15023,0,0
Large2,2,4
Plekha7,17,12
Elf2,470,456
Coasy,1064,1062
Csrp1,2759,2779
Pcx,371,566
Rfx8,0,0
Lrrc57,687,521
Ctla2a,13288,14765
Mindy3,1033,895
Tcea2,31,32
Klrh1,4,8
Stam,197,246
Fgf13,106,111
1600002D24Rik,0,0
Pde1c,5,1
Eda2r,3,3
Nxt2,53,14
Klf14,0,0
Dmrtc1c1,0,0
Mir497b,0,0
Phyhipl,0,0
Rab26,59,73
Tmeff1,0,12
A230028O05Rik,3,0
Dmrtc1c2,0,0
Olfr71,0,0
Olfr70,0,0
Arntl2,1,0
P2ry14,1382,1073
Erg,0,2
Mir7670,0,0
Adra1b,0,0
Chfr,2207,2028
Mlst8,178,160
Psma4,5071,4446
Dnajc14,1491,1575
Becn1,3207,2860
Gprin1,0,1
Mier2,475,469
Zfp653,194,234
Gm6557,0,0
Ndufa11b,0,0
Itgav,1760,1809
Sec23b,2947,3181
Cd180,0,0
Gna13,2701,3127
Actr6,328,260
Rnf146,397,424
Cdc42ep3,591,493
Sox13,0,1
Stpg1,0,0
Ttc30a1,25,32
9430065F17Rik,9,4
1700019P21Rik,0,0
A830029E22Rik,0,0
5033417F24Rik,0,4
Ttll2,0,0
Slc35a1,448,469
Lpin2,915,756
Cdc40,689,713
Lrmda,8,3
Nt5c1b,0,0
Aldh1b1,378,380
Shisa5,33555,33770
Slc22a22,0,0
Gria2,0,0
Mtdh,5446,3933
Tfap2b,9,9
Olfr1413,0,0
Olfr658,0,0
Olfr652,0,0
Olfr618,0,0
Usp15,2156,2097
Itga7,41,65
Plekha1,76,142
Lag3,2414,2262
L1cam,171,182
Serpinb2,0,0
Plek2,7,18
Abl2,83,59
Clmn,1,9
Hemgn,148,145
Pcdhb22,0,0
Pcdhb21,0,0
Pcdhb20,0,0
Pcdhb19,0,0
Pcdhb18,0,0
Slc37a3,319,281
Rasl10a,0,0
Klc1,1637,1486
Higd1a,5531,5131
Ythdc1,1410,1241
Adck1,439,432
Gm13285,0,0
Cbr2,0,0
Slc4a2,788,903
0610031O16Rik,0,0
A530072M11Rik,20,19
Slc10a7,494,435
Cyb5r2,0,0
Gm16793,0,0
B130034C11Rik,25,23
9630028I04Rik,0,0
Ypel5,1532,1587
Snord45b,0,0
Zfp574,557,508
Shoc2,616,933
E030044B06Rik,0,0
Clip3,2,28
Cdh1,2752,4733
Gm12886,0,0
Igf2,0,6
Islr2,0,0
Slc24a2,0,0
Aqp8,0,0
Kif21a,0,0
Abhd14a,575,462
Zfp78,20,17
Ipo7,1502,1399
Wdr70,683,602
Cacna1d,1,0
Cyp26c1,0,0
Pls3,269,318
Ddah2,130,136
Men1,1575,1599
Taf1a,92,102
Tk1,1607,1422
Trim2,35,30
Ank1,2,10
Spag11b,0,0
Ildr1,257,153
Pars2,147,72
Mc2r,0,0
Clip1,1733,1547
Arhgdib,36363,31553
Bub3,4694,4598
Mtch2,4294,3697
Atf3,2065,1677
Mns1,472,423
Casp4,408,372
Cdx4,0,0
Cdr2,176,135
Gm23284,0,0
Lmna,5629,3437
Cyp2d34,0,0
Ap2b1,2590,2654
Blzf1,318,298
Cldnd2,7,10
Stoml2,3616,3129
Cic,682,685
Aven,1055,810
Iqcf1,0,0
Tspan17,54,96
Lrrc2,0,0
Ctbs,193,195
Zbtb14,233,187
Lrrc19,3,1
Rsrc1,1015,958
Hs3st6,21,14
Zfp638,783,598
Mir7047,0,0
Il21r,4519,4668
Psg21,0,0
Glp1r,1,5
Yeats4,705,565
Slc25a39,4787,4250
Oas1e,0,0
Tcirg1,1157,1067
Slc7a10,0,0
4933400A11Rik,0,0
Snord116l1,0,0
Crb2,0,0
Tnnt3,0,2
Dmkn,0,0
Vmn1r170,0,0
Mgat1,3162,2703
Ubr5,880,1010
Gm20809,0,0
Vmn1r258,0,0
Vmn1r246,0,0
Tax1bp1,6970,6797
AA465934,2,2
Cbln1,0,2
Tspan6,26,39
Adar,607,1028
Trpv4,2,1
Rsrc2,1301,997
Il12rb2,1796,2248
Cfd,0,0
Pdcd6ip,6849,7442
Ifnl3,0,2
Endov,238,213
Ppp1r8,1160,954
Rbm20,1,17
Dcaf12l1,0,0
Hdac5,1009,1118
A930001C03Rik,2,5
S100a9,0,0
Btf3l4,136,150
Plec,3467,2705
Cbln2,0,0
Ctf1,0,0
Rprd1b,691,635
Srpr,3326,3346
Gm7271,0,0
Vmn1r29,0,0
Vmn1r10,0,0
Lce1k,0,0
Fbln5,0,0
Slc22a27,0,0
Thra,88,142
Tpsg1,0,0
Mir679,0,0
Cux2,0,0
Gm3317,0,0
Grin1os,0,0
Mx1,119,65
Aamp,4013,3546
Mroh1,953,975
Triobp,1849,2086
Nod2,12,19
Tmem255a,0,2
Col6a6,3,2
Cep55,842,1181
Zfp119a,92,96
Sh3d21,35,43
Fam174b,110,50
Olfr819,0,0
Rangap1,4138,3631
Brinp3,0,0
Syvn1,885,671
Mir467a-7,0,0
Aurkaip1,3094,2489
Ndfip1,16617,16236
Grk6,4167,4624
Cenpa,4479,4017
Rassf5,3710,4260
Ppp1r14a,1,1
Gm21083,0,0
Mir6987,0,0
Mir6946,0,0
Mir6988,0,0
Fpr-rs3,0,0
Fpr2,0,0
Klrg1,138,49
Myadm,1061,1548
Olig1,0,0
Olig2,0,0
Phgdh,8634,6035
Nckap1,188,257
Zfp518a,75,119
Utp3,2117,2168
Katnal2,51,7
Rfx4,0,1
2810006K23Rik,323,231
Pde6h,0,0
Hspa12b,1,3
Mir7085,0,0
Ankle2,1054,1107
Dgke,175,223
Fis1,4429,3663
4930524B15Rik,0,0
Ubl4b,0,0
Nkain1,94,93
Slc12a5,0,0
Sfswap,393,409
AW551984,0,0
Pheta1,55,66
Dpy19l1,1517,1575
Vmn1r183,0,0
Cyp4a31,0,0
Ctps,984,796
Maco1,556,684
Exosc10,1751,2017
Zfp637,755,637
Mir6989,1,0
Syt11,172,175
Gsn,3503,3133
Gm5134,11,22
1810024B03Rik,29,21
Rere,53,64
Selplg,35169,36027
Selenbp1,229,291
Apob,0,0
Ankzf1,399,364
Slc47a1,0,0
Wdr77,1159,820
Galnt13,0,0
Tut4,437,588
Lurap1,0,0
Psmd8,9395,7614
Scamp1,256,228
Efcab10,0,0
Ankrd7,0,0
Uhrf1bp1l,1625,1748
Fam161b,46,28
Gask1b,0,0
Tmem100,0,0
Ifi27,2857,2988
Cars,2436,2008
Nelfcd,1934,1650
Rmnd5a,735,812
Vmn1r25,0,0
Pcsk7,953,1006
Tgfb2,0,1
Tsc22d1,11,39
H2ac6,124,158
H2ac7,13,20
H2ac8,475,505
Zfp286,37,66
Eci2,1576,1386
Uqcc2,1915,1534
Snhg18,0,0
C430049B03Rik,11,4
3110009E18Rik,46,66
Fn1,1,0
Kctd17,426,433
Whrn,21,18
Hrh1,0,0
Fgg,0,0
Igsf9b,20,32
Uty,147,204
Mir6991,0,0
Reg3d,0,0
Marchf2,3187,3066
Lmf1,803,850
2310039L15Rik,0,2
Gm4489,0,0
Lce1f,0,0
AA543186,13,5
A230072C01Rik,46,73
Gh,0,0
Emp3,7770,6989
Emp1,1039,830
Eif4ebp2,599,554
Eif3a,6134,5499
Rfxank,288,308
Capn3,2,16
Efna4,2,1
Zp1,0,0
Ikzf1,1455,1324
Hira,409,374
Uhmk1,1115,1252
Chrne,5,7
Ccl1,4690,3438
Bcl2a1c,5,2
Nr1h4,0,0
Mir6992,3,9
Gpn2,923,747
B4galt7,1109,1066
Spin1,610,760
Rnf144b,8,3
Bag6,2060,1951
Cdca7l,652,657
Pyy,0,0
Lsm2,1080,793
Dhrs7b,1096,1005
Ankmy2,346,434
Plekhh3,94,77
Ambp,0,0
Fdft1,2659,2295
Cldn3,0,0
Stk32a,0,0
H4c8,54,77
Rgs13,0,0
Cdnf,8,13
Dgkd,653,680
4930577N17Rik,42,38
Tfap2a,34,42
Zkscan17,754,762
Ccdc85a,0,0
Slc28a2,407,474
Gm11529,1,0
Fyb,4427,4317
Klk7,0,0
Cib1,2220,2186
Med24,1332,1158
Mthfsl,371,271
Gm10096,0,0
Uhrf1,3698,3312
Tmem254c,0,0
H1f8,0,0
Nat8f6,0,0
Ifi207,0,6
0610005C13Rik,3,1
1700110I01Rik,0,0
Firre,45,23
Mir107,0,0
Scgb1b15,0,0
Scgb1b17,0,0
Mir29c,0,0
Klrb1f,49,88
Igf1,0,0
Pwwp2a,160,176
Nrf1,1365,1192
Etl4,0,12
Klf10,2397,2274
Gmeb1,271,210
Atp13a2,457,265
Magix,0,0
Alkbh7,323,331
Rbm4b,134,176
Mpp2,492,570
Pex7,520,463
Slc66a2,302,265
Ano7,4,5
Mir1899,0,0
Vmn2r47,0,0
Ank,308,540
Lrrc18,0,0
Meaf6,456,497
Golm1,1577,2033
Gm13286,0,0
Zfp933,50,23
Tspyl3,488,545
Lad1,6,7
Ginm1,1184,1111
Plekhs1,0,0
Scgb1b29,0,0
Gm5141,25,25
Ccdc149,0,0
Sspn,0,0
Snord73a,0,2
Gm20871,0,0
Bcl2l1,1756,1304
Map3k10,541,401
Gzmn,20,3
Clgn,103,103
Rbm46os,2,0
Klra8,0,0
Gm20822,0,0
AI987944,141,235
Cgnl1,0,0
Col17a1,0,0
Pde7a,1220,1462
Klhl12,420,431
Tnfrsf22,89,90
Stard6,7,9
Ogdh,4803,5777
Mir219a-1,1,2
Bpifb5,0,0
Ptp4a2,7730,6862
Sez6l,0,0
Zfp322a,259,169
Slc19a2,393,297
Uros,368,421
Urod,1607,1252
Akap1,230,214
Ak4,415,410
Sypl,500,393
Eny2,828,612
Man1c1,16,11
Gpatch3,467,290
Olfr154,0,0
Azi2,1288,984
Dmrt1,0,0
Gtf2ird2,288,280
Dnajb7,0,0
Noc3l,399,245
Rcn3,860,1124
